#hour	Tair[°C]	Prec[mm]	RH[%]	windSpeed[m/s]	windDir(°)	globRad[W/m2]
22	17.5	0	65	2.5	76	2
23	17.5	0	66	1.6	26	2
0	17.5	0	65	1	102	2
1	16.7	0	67	0.9	42	2
2	16.3	0	69	1.3	62	2
3	16	0	68	0.8	94	2
4	16	0	67	1.3	283	2
5	15.6	0	69	1	218	2
6	14.9	0	74	0.8	100	1.9
7	14.9	0	76	1.1	205	3.1
8	15.7	0	74	1.4	321	38.4
9	16.6	0	76	1.1	27	139.3
10	19.9	0	69	2.8	6	354.9
11	21	0	68	3.2	28	473.9
12	22.5	0	63	3.7	42	575.1
13	23.8	0	52	3.7	58	614.8
14	24.6	0	45	3.4	55	592.3
15	24.8	0	42	2.8	42	533.5
16	25.5	0	41	2.6	52	462.2
17	25.2	0	43	3.5	74	337.1
18	24.4	0	45	4	79	165.5
19	22.5	0	50	3.7	100	45.8
20	20.6	0	56	1.8	127	2.5
21	19.8	0	68	2.3	115	2
22	19.6	0	70	1.9	130	2
23	19.9	0	67	1.4	124	2
0	18.2	0	74	2.7	87	2
1	17.7	0	76	2.4	100	2
2	18	0	75	2.1	69	2
3	18.4	0	75	1.9	38	2
4	18.5	0	77	2.9	55	2
5	18.3	0	79	2.5	75	2
6	16.7	0	86	2.8	93	2
7	16.6	0	90	1.9	69	2.5
8	17.2	0	88	0.9	29	20.4
9	17.2	0	88	1.6	41	51.3
10	18	0	90	2.6	40	136.2
11	18.9	0	87	2.1	49	190.9
12	19.1	1.2	85	3.2	71	142.7
13	19.7	1	81	4.3	56	187.7
14	20.3	0.8	79	4.2	58	132
15	19.3	0.8	87	5.5	55	132.4
16	19.5	0.2	92	6.8	56	107.4
17	19.4	0	95	5.4	63	72.7
18	19.3	0	97	5	70	31.9
19	18.3	0	97	3.2	54	8.6
20	17.9	0	95	3.4	84	2
21	17.5	0	96	1.6	113	1.9
22	17	1.6	96	2.2	40	1.9
23	16.8	3	96	4.1	14	2
0	16.5	0.8	98	3	1	2
1	16.3	0.2	99	3.7	352	2
2	16.3	0	100	5.6	9	2
3	16.7	0.2	101	5.5	346	2
4	17.5	0.6	101	7.8	10	2
5	17.7	0.4	101	5.8	11	2
6	17.7	1	101	4.8	15	2
7	17.5	0.2	101	5.4	349	2
8	17.5	0	101	3.5	315	3.6
9	17.4	0.2	101	3.1	291	7.3
10	17.1	0	101	3	261	27.5
11	17	0	101	3.8	257	155.8
12	17.7	0	101	3.8	259	203.3
13	18.6	0	101	3.6	265	383.9
14	20.2	0	93	2.2	285	511.3
15	21.7	0	85	2.2	300	436.9
16	22.2	0	81	4.2	243	277.2
17	22.7	0	71	4	247	131.4
18	22.1	0	72	4.6	248	84.5
19	20.9	0	81	4.2	250	26.5
20	20.2	0	83	3.6	247	2.4
21	19.9	0	82	1.9	254	2
22	19.9	0	79	1.8	270	2
23	20	0	76	2.1	277	2
0	19.5	0	76	3.1	249	2
1	19.3	0	76	2.4	254	2
2	18.9	0	78	2.7	251	2
3	19.2	0	77	2.7	247	2
4	18.3	0	78	1.9	260	2
5	18.1	0	76	2.1	296	2
6	17.6	0	77	3.9	239	2
7	17.5	0	75	4	219	2.3
8	17.7	0	72	2.9	255	22.9
9	18.9	0	69	2.9	296	120.9
10	21	0	67	3.5	317	308.9
11	21.8	0	63	3.1	334	436.2
12	22.7	0	60	5	346	536.6
13	23.6	0	57	5.1	14	582.6
14	24.5	0	51	4.8	357	507.5
15	25.2	0	45	4.4	357	525.7
16	25.2	0.2	44	3.3	355	459.4
17	25.1	0	45	1.3	58	327.5
18	24.4	0	46	0.2	78	184.5
19	22.9	0	54	0.9	273	39.3
20	20.3	0	65	2.3	224	2.5
21	19.9	0	65	3.5	222	2
22	18.9	0	69	3.4	223	2
23	19	0	67	3.4	222	2
0	19.4	0	63	3.4	240	2
1	19.2	0	62	3.4	220	2
2	19.2	0	61	2.9	222	2
3	19.1	0	62	2	302	2
4	18.5	0	64	3.5	220	2
5	17.8	0	67	3.3	218	2
6	17.4	0	68	2.9	212	2
7	17.3	0	69	3.4	201	2.2
8	16.6	0	73	2.3	212	23.3
9	17.6	0	73	1.6	274	113.7
10	21.3	0	61	2	330	312.8
11	22.7	0	60	1.5	312	442
12	22.2	0	54	1.5	350	569.6
13	24.1	0	56	1.1	344	575.2
14	25.4	0	51	1.5	33	516.3
15	26.2	0	44	0.8	61	373.3
16	26.4	0	43	1.3	80	305.5
17	26.4	0	40	1.6	119	166.9
18	25.7	0	41	1.3	119	37.1
19	23.2	0	51	1.4	137	2.2
20	21.3	0	56	1.9	167	2
21	21.2	0	56	2.2	181	2
22	20.8	0	57	3.2	209	2
23	20.6	0	57	1.8	210	2
0	18.5	0	66	2	182	2
1	18.6	0	61	1.8	183	2
2	17.3	0	65	1.6	159	2
3	18	0	62	1.9	180	2
4	19.6	0	57	2.3	190	2
5	19.3	0	56	2	179	2
6	17.9	0	60	1.4	187	2.1
7	17.3	0	62	2.1	208	29.8
8	17	0	65	1.1	22	115.3
9	18.9	0	63	1.5	299	334.6
10	22.1	0	60	1.3	340	333.6
11	21.7	0	63	1.3	35	493.3
12	23	0	59	1.5	43	430.3
13	24	0	59	1.6	6	520.4
14	24.8	0	56	1.3	54	529.3
15	26.1	0	52	1.7	73	440.1
16	26.9	0	50	1.6	60	299
17	26.6	0	51	1.2	105	149.2
18	25.9	0	52	2.9	198	24.6
19	23.2	0	59	4.1	190	2.2
20	21.3	0	67	4.3	187	2
21	21.8	0	59	4.4	199	2
22	22	0	50	3.9	191	2
23	21.9	0	51	4.2	203	2
0	21.8	0	49	3.5	207	2
1	21.5	0	45	3.3	207	2
2	20	0	51	3.1	210	2
3	18.8	0	57	3.4	213	2
4	18.2	0	60	3.5	202	2
5	17.7	0	61	4.1	205	2
6	18.1	0	60	3.2	195	2.1
7	17.4	0	60	3.4	205	22.7
8	16.5	0	64	2.6	207	115.8
9	17.6	0	63	2.8	211	326.4
10	21.6	0	56	0.9	253	458.9
11	23.6	0	50	2	354	547.9
12	25.5	0	45	1.2	302	590.3
13	25.6	0	41	1.3	4	582.6
14	26.4	0	39	1.2	264	515.7
15	26.6	0	38	1.4	298	454.3
16	26.7	0	38	1.1	305	309.2
17	26.6	0	38	1.8	177	140.2
18	26.1	0	41	2.5	178	17.2
19	23.1	0	47	3.4	170	2.1
20	22.2	0	57	3.2	165	2
21	22.2	0	56	2.7	189	2
22	22	0	54	2.6	184	2
23	21.8	0	53	3.7	186	2
0	21.1	0	55	4.6	193	2
1	21.4	0	52	4.5	197	2
2	21.5	0	49	4.5	194	2
3	21.5	0	50	2.8	183	2
4	21	0	55	2.9	177	2
5	19.9	0	61	3.3	204	2
6	21.2	0	59	4.1	193	2.1
7	21.2	0	60	3.9	168	22.9
8	20	0	63	3.1	183	126.3
9	21.7	0	61	4	194	259.9
10	23.4	0	57	3.5	188	435.5
11	24.8	0	55	2.8	179	494.9
12	26	0	51	3.7	181	540.8
13	26.9	0	47	3.3	199	573.4
14	27.4	0	46	4.3	182	539.2
15	27.5	0	44	4	183	396
16	27.4	0	45	3.2	192	236.1
17	26.3	0	47	4.1	187	161.2
18	25.9	0	48	4.6	187	36
19	24.4	0	52	3.7	183	2.3
20	23.3	0	55	4.4	169	2
21	22.9	0	55	4.9	191	2
22	22.7	0	54	4.6	189	2
23	22.4	0	57	4	184	2
0	22	0	59	4.2	185	2
1	22	0	58	3.7	186	2
2	21.9	0	58	4.5	187	2
3	21.7	0	58	4.2	171	2
4	21.6	0	59	3.9	185	2
5	21.9	0	57	3.5	180	2
6	21.8	0	58	3.1	166	2.1
7	21.6	0	62	3.1	185	27.9
8	21.5	0	64	2.5	179	95
9	21.9	0	63	3.2	198	308.1
10	23.8	0	61	3.2	250	427.3
11	25.7	0	56	4.2	160	488.6
12	26.2	0	53	3.1	161	594.6
13	26.1	0	53	3.3	186	458.2
14	26.6	0	50	3	168	395.9
15	26.8	0	48	3.8	194	353.2
16	26.8	0	48	4.3	179	294
17	27.1	0	46	3.7	166	158.5
18	26.3	0	47	3.3	174	27.5
19	24.6	0	52	5.6	174	2.1
20	23.4	0	55	4.4	189	2
21	23.1	0	54	3.9	170	2
22	23	0	55	3.5	175	2
23	22.7	0	57	5.3	164	2
0	22.6	0	59	5.7	219	2
1	22.6	0	57	4.1	162	2
2	22.6	0	57	7.4	163	2
3	22.3	0	59	4.9	169	2
4	22.3	0	59	8.3	163	2
5	22.4	0	59	6.7	164	2
6	22.4	0	59	4.6	214	2
7	22.2	0	59	5.2	181	16.5
8	22.2	0	59	3.6	174	89.6
9	22.8	0	58	4.9	177	281.8
10	24.2	0	55	4.1	158	367.5
11	25	0	54	3.1	146	358.7
12	25.5	0	53	2.5	125	229.1
13	24.9	0	54	3.6	144	214.9
14	24.9	0	57	4	141	209.6
15	25.3	0	55	4.9	149	184.9
16	25.1	0	57	7.5	158	135.3
17	25.1	0	58	4.3	145	138
18	25.8	0	55	4.2	144	28.6
19	25.1	0	56	5	145	2.1
20	24.6	0	56	5.3	157	2
21	24.5	0	56	6	153	2
22	24.5	0	57	5.7	161	2
23	24.4	0	57	4	175	2
0	25.1	0	52	3.4	183	2
1	25.1	0	49	3.8	180	2
2	24.7	0	46	3.9	163	2
3	24.3	0	45	4.6	164	2
4	23.7	0	43	3.1	169	2
5	22.6	0	43	2.1	179	2
6	22.5	0	38	2.6	210	2
7	21.2	0	39	3	153	13.6
8	20.3	0	40	4.4	152	68.7
9	20.6	0	42	7.8	170	140.2
10	21.4	0	42	5.7	167	362.5
11	22.2	0	39	5.7	168	509.2
12	23.7	0	33	5.8	179	580
13	24.9	0	34	5.5	190	478.7
14	24.6	0	34	4.9	193	487.7
15	24.2	0	31	3.6	191	438.1
16	24.6	0	29	5.4	192	224.4
17	23.4	0	32	5.5	232	124.8
18	22.6	0	30	6.6	197	15.4
19	21.4	0	30	3.9	216	2
20	20	0	34	4.7	170	2
21	19.4	0	38	5.6	171	2
22	18.7	0	41	3.9	184	2
23	18.8	0	42	6.1	171	2
0	17.9	0	47	4.4	191	2
1	18.1	0	50	2.6	239	2
2	18.1	0	50	2.1	203	2
3	16.2	0	58	2.6	227	2
4	16.6	0	60	2.7	232	2
5	15.1	0	66	3.6	202	2
6	15.8	0	61	3	209	2
7	15.5	0	63	2.7	223	13.4
8	15	0	67	3.5	218	122.1
9	16.6	0	59	3.7	310	258.5
10	18.3	0	52	3	278	361
11	19.3	0	46	2.8	279	544.5
12	20.3	0	47	1.6	276	565.4
13	21.1	0	44	2.1	308	569.3
14	21.6	0	42	1.4	264	525.5
15	22.4	0	41	1.5	254	443
16	22.4	0	42	2.6	344	278
17	22.2	0	44	2.8	15	53.8
18	20.1	0	51	2.3	15	11.7
19	18.8	0	58	2.3	17	2
20	17.9	0	62	1.5	334	2
21	17	0	66	1	262	2
22	16.3	0	69	1.1	265	2
23	16.2	0	69	1.5	251	2
0	15.6	0	71	2.2	222	1.7
1	14.9	0	72	2.9	210	1.6
2	14.7	0	73	3.1	214	1.5
3	14.1	0	76	2.6	218	1.2
4	13.7	0	80	2.7	213	1.1
5	13.3	0	81	3	214	1.1
6	13	0	81	3	213	1.2
7	13	0	81	2	210	13.9
8	12.5	0	82	1.5	193	78.1
9	14.4	0	79	1.7	333	316.9
10	18.4	0	63	1.4	332	441.5
11	19.5	0	55	1.5	330	526.3
12	20.2	0	54	1.5	308	577.4
13	21	0	47	1.5	308	578.5
14	22	0	42	1.9	38	532.7
15	22.7	0	36	2	29	436
16	23.1	0	35	1.5	88	310.2
17	23.7	0	33	2.7	92	151
18	22.4	0	34	1.5	110	18.5
19	19.1	0	43	1.6	133	2
20	17.2	0	49	2.3	150	2
21	17.2	0	49	2	170	2
22	17.6	0	48	3.5	201	2
23	17.6	0	47	3.4	206	2
0	15.8	0	54	2.8	209	1.6
1	14.2	0	62	2.2	207	1.3
2	14	0	63	2	215	1.1
3	14.1	0	61	3.2	215	0
4	14.2	0	59	2.6	210	0
5	13.9	0	62	2.4	208	0
6	13.8	0	61	1.8	217	1.2
7	14	0	59	2.5	174	21.3
8	14.4	0	57	1.9	225	72.6
9	15.4	0	57	0.9	40	210.9
10	17.8	0	57	1.4	229	280.2
11	18.4	0	59	1.1	338	304.2
12	19.8	0.2	55	1.4	288	166.7
13	19.3	0.2	57	3.4	245	117.9
14	18.1	0	66	2.2	207	151.4
15	17.3	0	71	1.3	283	132.6
16	17.1	0	67	0.9	248	95.9
17	17	0	69	1.1	205	63.5
18	16.6	0	74	1.8	225	12.7
19	15.8	0	78	1.4	184	2
20	14.9	0	81	2.4	219	1.9
21	14.6	0	80	2	222	1.5
22	14.2	0	81	2.6	223	1.5
23	14.6	0	84	2.5	220	1.7
0	14.4	0	83	3.2	215	1.2
1	13.5	0	83	3.5	220	0
2	13.5	0	85	3.4	222	0
3	13.9	0	85	3.1	235	0
4	14.2	0	85	3.1	296	0
5	14.2	0	86	3	300	1.1
6	14.4	0	87	3.4	222	1.4
7	14.8	0	86	3.1	226	13.3
8	14.5	0	85	2.1	258	97.1
9	14.9	0	85	2.4	231	217.5
10	16.4	0	80	2	256	379.1
11	18	0	75	2.5	310	478.1
12	19.5	0.2	68	2	330	512.5
13	20.3	0	62	1.5	352	490.7
14	21.2	0	57	1.8	305	372.4
15	21.7	0	51	0.7	303	365.5
16	21.9	0	49	0.9	348	209.2
17	21.2	0	50	1.5	324	114.4
18	21.1	0	50	1.4	30	18.4
19	19.2	0	54	1.8	57	2
20	17.7	0	56	0.1	202	2
21	17.3	0	59	1.9	212	1.9
22	16.4	0	60	2.7	224	1.6
23	15.1	0	58	3.5	214	1.2
0	15	0	60	3.1	216	0
1	14.7	0	67	3.4	218	0
2	15	0	71	2.7	228	1.1
3	14.6	0	72	2.8	224	0
4	14.9	0	72	3.2	229	0
5	14.5	0	73	2.7	228	0
6	14.3	0	73	3.5	219	1.2
7	14.5	0	72	3.2	211	16.8
8	14.6	0	74	2.5	218	88.7
9	15.5	0	72	1.5	278	283.6
10	17.9	0	65	1.6	313	410.7
11	19.6	0	63	1.8	4	504.9
12	20.2	0	59	1.8	348	550.5
13	21.3	0	54	1	333	489.7
14	21.9	0	50	1.6	350	506.4
15	22.8	0	48	1.3	328	395
16	23.4	0	45	0.9	286	264.2
17	22.7	0	45	1.1	294	122
18	22.2	0	48	2.2	212	14.7
19	19.2	0	52	2.4	214	2
20	18	0	54	3.4	216	2
21	16.7	0	61	3.4	208	2
22	15.9	0	65	3.4	211	2
23	14.9	0	71	3.8	207	1.7
0	14.6	0	73	3.5	209	1.5
1	14.4	0	73	3.5	211	1.4
2	14	0	75	3.3	214	1.2
3	13.9	0	75	3.6	211	1.1
4	13.6	0	76	3.9	212	0
5	13.7	0	74	4	213	0
6	13	0	77	3.8	215	1.1
7	12.8	0	78	3.9	210	15.3
8	13.1	0	77	2.8	213	88.7
9	15.1	0	70	3.1	213	265.2
10	17.4	0	64	1.8	234	397.1
11	19.3	0	60	2	276	495.5
12	21.1	0	57	2.3	293	533.8
13	21.2	0	54	1.6	303	541.9
14	22	0	50	1	298	487.2
15	22.8	0	44	1.4	259	387.8
16	23.3	0	43	1	284	253.3
17	23	0	43	1.4	248	107.7
18	21.9	0	46	2	211	13.1
19	19.1	0	51	3.3	201	2
20	18.2	0	52	3.3	209	2
21	16.1	0	61	4	206	2
22	15.7	0	65	3.8	212	1.9
23	15.2	0	66	3.5	212	1.7
0	14.8	0	68	3.7	212	1.5
1	14.3	0	68	3.7	213	1.1
2	14.2	0	67	3.5	212	0
3	14	0	67	4	211	0
4	13.9	0	69	3.9	212	0
5	13.4	0	71	3.8	218	0
6	12.8	0	73	4.4	209	1.1
7	12.9	0	73	3.8	211	14
8	14.2	0	68	3.3	207	85.7
9	15	0	66	2.9	217	261.4
10	17	0	62	2.6	219	393.1
11	18.6	0	59	1.6	254	492.2
12	20.5	0	57	1.9	310	532.3
13	21.2	0	54	2	308	529.9
14	21.8	0	49	1.3	309	478.4
15	22.6	0	42	0.9	315	395.7
16	23.1	0	37	1	271	268.5
17	23.2	0	36	0.6	278	107
18	22.5	0	39	0.3	297	10.5
19	19.4	0	42	2.1	203	2
20	18.3	0	47	1.7	209	2
21	16.5	0	55	2.8	215	1.9
22	15.3	0	60	3.1	210	1.5
23	15.2	0	61	3.6	206	1.3
0	14.6	0	64	3.4	205	1.1
1	14.2	0	68	2.8	208	0
2	14	0	68	2.8	214	0
3	13.9	0	69	3.7	204	0
4	13.5	0	70	4.1	207	0
5	12.8	0	72	3.6	202	0
6	13.9	0	72	3.2	209	1.1
7	13.8	0	70	2.9	214	13.5
8	13	0	74	2.4	208	86.9
9	13.4	0	75	2.8	198	241.7
10	16.8	0	68	0.8	195	380.2
11	18.8	0	67	2.4	321	479.1
12	20.3	0	62	1.4	319	529.2
13	20.9	0	59	1	352	507.6
14	21.5	0	55	1.4	317	445.8
15	22.2	0	51	1.5	301	338.2
16	22.6	0	50	1.5	272	192.4
17	21.9	0	52	1.5	259	48.7
18	19.8	0	57	1.5	218	7.3
19	17.6	0	62	2.4	203	2
20	17.4	0	61	1.1	201	2
21	16.5	0	65	1.2	209	1.7
22	15.7	0	69	2.7	204	1.6
23	14.9	0	74	2.6	212	1.1
0	14.5	0	75	3.1	208	0
1	14.1	0	78	3	209	0
2	13.9	0	80	3.2	211	0
3	13.8	0	82	3.2	211	0
4	13.7	0	82	3.4	206	0
5	13.7	0	82	3.5	209	0
6	13.8	0	83	3.6	206	1.1
7	13.5	0	83	3.4	212	13.4
8	13.1	0	84	3.2	207	79.2
9	14	0	84	2.2	211	235.4
10	16.7	0	77	1.6	268	366.1
11	19	0	69	2.3	312	452.9
12	20.5	0	66	2.1	316	498.3
13	21.2	0	60	1.2	300	490.6
14	21.8	0	55	1.1	291	459.2
15	22.9	0	51	1	272	311.6
16	23	0	49	0.9	308	163.9
17	22.5	0	50	1.5	322	54.9
18	20.6	0	54	1.4	322	7.5
19	19.3	0	55	1.3	317	2
20	18.6	0	62	1	313	2
21	18.3	0	65	1.3	215	2
22	17.8	0	65	1.3	300	2
23	17.3	0	66	1.1	293	2
0	16.7	0	70	1.4	229	2
1	17.1	0	70	2.2	212	2
2	16.3	0	72	2	228	1.8
3	15.9	0	75	2.6	212	1.2
4	14.8	0	79	2.5	225	1.1
5	14.4	0	81	1.5	304	1.1
6	14.2	0	84	2.9	219	1.1
7	14.4	0	84	2.7	210	10.3
8	14.6	0	83	1.4	231	74.4
9	15.2	0.2	82	1.1	287	193.6
10	17.2	0	79	2.2	336	311.8
11	18.8	0	71	2.6	355	443.8
12	19.8	0	68	1.4	333	457.6
13	20.3	0	64	4.8	40	293.4
14	20.8	0	61	4.7	38	173.4
15	20.2	0	60	4.9	25	279.4
16	20.9	0	52	4.7	26	239.1
17	21	0	48	4.4	26	88.2
18	19.7	0	50	2.8	43	9.1
19	17.4	0	57	2.6	24	2
20	15.8	0	61	2	16	1.8
21	15.4	0	66	1.6	329	1.4
22	15.1	0	68	0.8	235	1.1
23	15	0	69	1.8	308	1.2
0	15.3	0	68	1.7	278	1.4
1	15.1	0	70	1.2	260	1.3
2	14.2	0	70	2.2	278	0
3	13.7	0	71	2.5	226	0
4	13.1	0	73	2.8	223	0
5	12.7	0	76	3	219	0
6	12.4	0	79	3.5	222	0
7	12.4	0	79	3.1	235	10.1
8	12.5	0	79	2.7	222	54
9	13.1	0	78	2.4	229	159.8
10	14.2	0	74	2.1	307	359.3
11	16.4	0	68	2	312	454.5
12	18	0	63	1.9	322	502.6
13	19	0	58	2.2	288	510
14	20.1	0	51	1.8	342	341.4
15	20.3	0	48	0.6	286	293.7
16	20.2	0	45	2.4	55	165.7
17	19.8	0	43	2	79	68.9
18	19.2	0	43	1.6	101	7.5
19	16.3	0	47	0.4	159	1.9
20	15.1	0	51	2.9	213	1.3
21	15	0	50	3.3	217	1.1
22	13.7	0	55	4.3	209	0
23	13.1	0	60	4.2	207	0
0	13.6	0	61	4.3	216	0
1	14.3	0	57	4.4	220	1.1
2	14.6	0	53	4.6	219	1.1
3	14.8	0	52	4.2	221	1.3
4	14.8	0	53	4.5	219	1.4
5	14.9	0	53	4.5	213	1.3
6	14.6	0	54	3.8	223	1.2
7	14.4	0	55	3.8	215	9.9
8	14.1	0	57	2	236	51.7
9	14.5	0	57	2.1	267	238
10	16.3	0	56	2	311	372.6
11	17.4	0	55	2.4	353	466.5
12	18.2	0	53	2.6	26	466.4
13	19.2	0	51	3	66	516.9
14	20.5	0	51	3.2	85	321
15	20.6	0	49	5.5	62	257.7
16	19.7	0	51	5.4	76	162.1
17	18.9	0	52	4.9	76	77.3
18	17.6	0	52	4.4	82	7.6
19	15.6	0	54	3.6	96	2
20	14.7	0	56	2.6	94	1.9
21	13.7	0	59	2.9	92	1.5
22	13.5	0	59	2.9	66	1.3
23	13.5	0	58	1.5	58	1.1
0	12.8	0	59	1.4	24	0
1	12.1	0	62	2	15	0
2	12.2	0	65	1.9	276	0
3	11.5	0	67	2.6	221	0
4	11.1	0	71	2.6	205	0
5	11.3	0	70	1.4	211	0
6	10.8	0	73	0.8	5	0
7	10.5	0	72	1.2	210	9.9
8	10.2	0	74	1.7	210	49.6
9	9.9	0	77	1.6	6	237.5
10	13.3	0	71	2.3	349	383.2
11	17.1	0	57	1.8	53	476.4
12	17.4	0	49	1.9	56	518.6
13	18.2	0	44	1.8	82	518
14	18.9	0	41	2	64	453.1
15	19.1	0	39	1.9	67	385.8
16	19.6	0	37	1.4	109	237.3
17	19.4	0	35	1.3	123	88.6
18	17.9	0	37	1.3	114	6.8
19	14.6	0	47	0.8	98	2
20	13.9	0	50	0.4	71	1.6
21	12.8	0	53	1	124	1.2
22	11.8	0	57	2.8	198	1.1
23	11.2	0	61	3.6	207	1.2
0	10.3	0	65	3.1	209	0
1	10.2	0	65	3.4	205	0
2	10	0	68	1.8	202	0
3	10	0	68	3.3	202	0
4	10.3	0	66	1.6	195	0
5	9.6	0	67	2.3	200	0
6	8.8	0	71	1.8	211	0
7	9.2	0	68	1.4	209	9.5
8	8.4	0	70	1.2	359	41.9
9	8.9	0	71	0.6	104	244.1
10	12.6	0	67	2	46	361.6
11	14.6	0	61	2.1	61	377.2
12	15.5	0	58	2.3	68	379.7
13	16.4	0	50	2.7	75	441.2
14	17.4	0	44	3.4	51	472.9
15	18.3	0	40	2.3	52	366.8
16	19.2	0	39	2.4	68	196
17	18.4	0	41	2.8	95	64.2
18	16.3	0	45	2.1	105	6.3
19	14	0	51	1.1	122	2
20	13.2	0	52	0.7	75	1.7
21	12.8	0	50	1.3	191	1.3
22	12.2	0	54	2.8	197	1.1
23	12	0	54	1.6	187	0
0	11.7	0	60	1.6	155	1.1
1	12.4	0	65	0.8	106	1.4
2	13.3	0	61	0.8	242	1.8
3	13.6	0	59	1.1	348	1.9
4	13.1	0	62	1.8	73	1.8
5	12	0	68	2.5	82	1.4
6	11.3	0	69	1.7	32	1.1
7	11.4	0	70	1.1	26	6.1
8	11.8	0	72	0.5	39	60.1
9	11.7	0	73	1	32	148.4
10	12.7	0	73	2.2	119	280.4
11	14.5	0	68	2.5	48	348.6
12	15.8	0	67	2.2	50	405
13	17.6	0	62	3.5	33	296.1
14	18.3	0	58	3.3	50	258.1
15	18.5	0	55	2.8	53	160.5
16	18.2	0	53	1.8	92	84.4
17	17.3	0	57	1.5	98	24.9
18	16.5	0.4	61	0.9	204	3.1
19	15.5	0.6	70	0.3	124	2
20	14.6	0.4	79	1.9	6	2
21	14.1	0.2	87	1.7	34	2
22	13.7	0	91	1.8	27	2
23	13.6	1.6	93	2.5	25	2
0	13.5	1.2	94	1.4	53	2
1	13.5	0.8	96	1.9	58	2
2	13.3	0.8	97	1.3	96	2
3	12.8	0.8	97	0.6	270	2
4	12.6	0.2	98	2.1	219	2
5	12.7	0.2	99	2.5	243	2
6	12.8	0	99	2.1	256	2
7	12.9	0	100	2	274	4.2
8	12.5	0	100	1.5	251	29
9	12.6	0	100	1.4	309	78.7
10	13.1	0	101	1.8	268	118.3
11	13.5	0	101	1.7	257	128.7
12	14	0	101	0.8	267	164.7
13	14.3	0	100	1.6	239	136.4
14	14.8	0	93	1.5	265	124.4
15	15.6	0	86	1	237	96.1
16	15.7	0	85	0.1	31	50.5
17	15.7	0	84	0	355	16.1
18	15.4	0	87	0.4	70	2.8
19	15	0	91	0.5	224	2
20	14.8	0	93	0.9	113	2
21	14.7	0.2	94	0.2	85	2
22	14.5	0	95	0.7	189	2
23	14.2	0	96	1.1	227	2
0	14.2	0	97	0.2	132	2
1	14.2	0	98	0.7	50	2
2	14.3	0	98	0.8	33	2
3	14.2	0	98	1.4	80	2
4	14.2	0	98	2.3	70	2
5	14.2	0	98	1.6	64	2
6	14.2	0	98	0.6	66	2
7	14.2	0	98	0.6	74	4.1
8	14.1	0.8	98	0.4	50	17.2
9	14.1	1.4	99	1	40	27.7
10	14.1	0.4	99	0.9	12	50.2
11	14.4	1.4	100	0.8	357	64.8
12	14.7	0	100	1.3	7	54.5
13	14.7	0	101	1.2	24	68.6
14	14.7	0.2	101	0.8	310	49.2
15	14.8	0	101	0.9	312	31.8
16	14.7	0	101	0.2	307	36.5
17	14.7	0	101	0.8	342	13.5
18	14.6	0	101	0.5	302	2.5
19	14.5	0	101	0.8	243	2
20	14.5	0	101	1	278	2
21	14.5	0.2	101	1.4	292	2
22	14.4	0	101	1.3	260	2
23	14.3	0.2	101	0.5	243	2
0	14.2	0.2	101	1.3	289	2
1	14.3	0	101	1.5	249	2
2	14.3	0.2	101	1	225	2
3	14.3	0	101	2.5	212	2
4	14.3	0	101	2.1	204	2
5	14.3	0	101	1.7	219	2
6	14.2	0	101	1.5	210	2
7	14.1	0	101	0.6	317	5.4
8	14.2	0	101	1	214	35.5
9	14.5	0	101	0.9	237	99.5
10	15.2	0	101	1.4	328	198.2
11	16.1	0	101	1.3	354	185.6
12	16.3	0	101	1.7	353	108.4
13	16.6	0	100	1.5	355	79.4
14	16.6	0	96	1.6	45	74.9
15	16.7	0.2	94	1.2	22	53.2
16	16.8	0	93	1.1	52	45.6
17	16.8	0	95	1.1	66	21.9
18	16.7	0	95	1.1	78	2.2
19	16.4	0	96	1.2	126	1.6
20	16.3	0	97	0.9	147	1.6
21	16.2	0	98	0.3	161	1.5
22	16	0	98	1.3	205	1.5
23	15.5	0	97	2.5	98	1.5
0	15.1	0	97	2.3	155	1.6
1	14.9	0	98	2.5	172	1.6
2	14.6	0	97	2.4	137	1.5
3	14.5	0	98	2.6	152	1.6
4	14.3	0	98	1.3	231	1.6
5	15.4	0	90	0.7	235	1.6
6	14.7	0	88	1.1	126	1.5
7	13.9	0	98	3.3	159	5.9
8	14.1	0	100	2.2	134	59.6
9	14.9	0	101	4.1	167	150.8
10	16	0	101	4.7	167	248.3
11	18.4	0	98	2.5	165	258.1
12	21.9	0.2	67	6.2	170	272.9
13	22.8	0	67	4	172	338.1
14	23	0	59	2.6	172	181.6
15	22.8	0	57	3.1	174	142.1
16	22.7	0	59	1.9	121	85.1
17	22.5	0	60	4.5	148	37.2
18	21.9	0	61	4.1	163	3.3
19	21.1	0	64	5.9	154	2
20	21.2	0	66	6.6	154	2
21	21.7	0	64	4.5	160	2
22	21.7	0	65	3.8	163	2
23	21.6	0	64	3.9	153	2
0	21.6	0	64	4.7	168	2
1	21.3	0.2	65	4.4	147	2
2	21.4	0	65	5.6	144	2
3	21.6	0	63	7.7	150	2
4	21.9	0	62	7.3	157	2
5	21.6	0	66	6.9	162	2
6	22.1	0	63	7.4	162	2
7	22.1	0	63	10.9	164	4.4
8	22.3	0	61	8.1	159	46.6
9	22.7	0	59	7.1	177	103.1
10	23.1	0	57	9.1	177	244.4
11	23.9	0	55	6	167	438.6
12	25.1	0	50	5.3	190	441.1
